,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Remod
1335,1336,20,RL,80.0,9650.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,TA,Y,SBrkr,1334.0,0.0,0.0,1334.0,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630.0,TA,TA,Y,0.0,16.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2009,WD,Normal,167900.0,1
1336,1337,90,RL,87.0,9246.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1656.0,1656.0,GasA,TA,Y,SBrkr,1656.0,0.0,0.0,1656.0,0,0,2,0,4,2,TA,8,Typ,0,None,Detchd,1973.0,Unf,2,506.0,TA,TA,Y,0.0,211.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11,2008,WD,Normal,135000.0,1
1337,1338,30,RM,153.0,4118.0,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,693.0,693.0,Grav,Fa,N,FuseA,693.0,0.0,0.0,693.0,0,0,1,0,2,1,Fa,4,Typ,0,None,None,nan,None,0,0.0,None,None,N,0.0,20.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2006,WD,Normal,52500.0,0
1338,1339,60,RL,95.0,13450.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,216.0,916.0,GasA,Ex,Y,SBrkr,920.0,941.0,0.0,1861.0,1,0,2,1,3,1,Gd,8,Typ,0,None,BuiltIn,2002.0,RFn,2,492.0,TA,TA,Y,146.0,91.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,200000.0,1
1339,1340,20,RL,120.0,9560.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360.0,Unf,0.0,504.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1972.0,RFn,1,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,128500.0,1
1340,1341,20,RL,70.0,8294.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,TA,Y,SBrkr,872.0,0.0,0.0,872.0,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1974.0,Unf,4,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,6,2007,WD,Normal,123000.0,1
1341,1342,20,RL,66.0,13695.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814.0,Unf,0.0,300.0,1114.0,GasA,Ex,Y,SBrkr,1114.0,0.0,0.0,1114.0,1,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,2004.0,Unf,2,576.0,TA,TA,Y,0.0,78.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,155000.0,0
1342,1343,60,RL,69.0,9375.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1284.0,1284.0,GasA,Ex,Y,SBrkr,1284.0,885.0,0.0,2169.0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647.0,TA,TA,Y,192.0,87.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,WD,Normal,228500.0,1
1343,1344,50,RL,57.0,7558.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,SBrkr,1172.0,741.0,0.0,1913.0,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2009,WD,Normal,177000.0,0
1344,1345,60,RL,85.0,11103.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0.0,1456.0,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,New,Partial,155835.0,1
1345,1346,30,RM,50.0,6000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,250.0,Unf,0.0,710.0,960.0,GasA,Gd,Y,FuseA,960.0,0.0,0.0,960.0,0,0,1,0,2,1,Fa,5,Typ,0,None,Detchd,1997.0,Unf,1,308.0,TA,TA,Y,0.0,0.0,168.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,108500.0,0
1346,1347,20,RL,69.0,20781.0,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297.0,Rec,68.0,1203.0,1568.0,GasA,TA,Y,SBrkr,2156.0,0.0,0.0,2156.0,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508.0,Gd,TA,Y,0.0,80.0,0.0,290.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,262500.0,0
1347,1348,20,RL,93.0,15306.0,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,80.0,Unf,0.0,1652.0,1732.0,GasA,Ex,Y,SBrkr,1776.0,0.0,0.0,1776.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2007,New,Partial,283463.0,0
1348,1349,20,RL,69.0,16196.0,Pave,None,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,Unf,0.0,39.0,1482.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514.0,TA,TA,Y,402.0,25.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,WD,Normal,215000.0,1
1349,1350,70,RM,50.0,5250.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,0.0,425.0,684.0,OthW,Fa,N,SBrkr,938.0,1215.0,205.0,2358.0,0,0,2,0,4,1,TA,8,Typ,0,None,None,nan,None,0,0.0,None,None,Y,0.0,54.0,20.0,0.0,0.0,0.0,None,None,None,0.0,12,2008,WD,Normal,122000.0,0
1350,1351,90,RL,91.0,11643.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500.0,Unf,0.0,748.0,1248.0,GasA,TA,Y,SBrkr,1338.0,1296.0,0.0,2634.0,1,1,2,2,6,2,TA,12,Typ,0,None,Detchd,1969.0,Unf,4,968.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2009,WD,Normal,200000.0,1
1351,1352,60,RL,70.0,9247.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,0.0,539.0,858.0,GasA,Ex,Y,SBrkr,858.0,858.0,0.0,1716.0,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490.0,TA,TA,Y,0.0,84.0,0.0,0.0,120.0,0.0,None,None,None,0.0,3,2008,WD,Normal,171000.0,1
1352,1353,50,RM,50.0,6000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,SBrkr,786.0,390.0,0.0,1176.0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1999.0,Unf,2,624.0,TA,TA,N,210.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,134900.0,0
1353,1354,50,RL,56.0,14720.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,Ex,Y,SBrkr,2053.0,1185.0,0.0,3238.0,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,666.0,TA,TA,Y,283.0,86.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,410000.0,0
1354,1355,60,RL,69.0,10316.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,735.0,Unf,0.0,257.0,992.0,GasA,Ex,Y,SBrkr,992.0,873.0,0.0,1865.0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3,839.0,TA,TA,Y,0.0,184.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Normal,235000.0,1
1355,1356,80,RL,102.0,10192.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,Gd,Y,SBrkr,1222.0,698.0,0.0,1920.0,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2,487.0,TA,TA,Y,0.0,98.0,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,9,2006,WD,Normal,170000.0,0
1356,1357,20,RL,69.0,9477.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,65.0,TA,TA,CBlock,TA,TA,No,Rec,340.0,Unf,0.0,524.0,864.0,GasA,TA,Y,SBrkr,892.0,0.0,0.0,892.0,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1966.0,RFn,1,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,10,2008,WD,Normal,110000.0,1
1357,1358,20,RL,69.0,12537.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,734.0,Unf,0.0,344.0,1078.0,GasA,Ex,Y,SBrkr,1078.0,0.0,0.0,1078.0,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1971.0,Fin,2,500.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2010,WD,Normal,149900.0,0
1358,1359,160,FV,69.0,2117.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,Y,SBrkr,769.0,804.0,0.0,1573.0,0,0,2,1,3,1,Gd,5,Typ,0,None,Detchd,2000.0,Unf,2,440.0,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2010,WD,Normal,177500.0,1
1359,1360,20,RL,129.0,16737.0,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1447.0,Unf,0.0,533.0,1980.0,GasA,Ex,Y,SBrkr,1980.0,0.0,0.0,1980.0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2004.0,Fin,3,770.0,TA,TA,Y,194.0,45.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2006,WD,Normal,315000.0,0
1360,1361,70,RL,51.0,9842.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,990.0,1611.0,0.0,2601.0,0,0,3,1,4,1,TA,8,Typ,0,None,BuiltIn,1998.0,RFn,2,621.0,TA,TA,Y,183.0,0.0,301.0,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,189000.0,0
1361,1362,20,RL,124.0,16158.0,Pave,None,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,1274.0,Unf,0.0,256.0,1530.0,GasA,Ex,Y,SBrkr,1530.0,0.0,0.0,1530.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,430.0,TA,TA,Y,168.0,36.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,260000.0,1
1362,1363,50,RL,69.0,12513.0,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Gd,Y,SBrkr,1281.0,457.0,0.0,1738.0,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1,368.0,TA,TA,Y,55.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,104900.0,0
1363,1364,60,RL,73.0,8499.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,Ex,Y,SBrkr,616.0,796.0,0.0,1412.0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2,432.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,New,Partial,156932.0,0
1364,1365,160,FV,30.0,3180.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520.0,600.0,80.0,1200.0,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2,480.0,TA,TA,Y,0.0,166.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2006,WD,Abnorml,144152.0,1
1365,1366,60,FV,69.0,7500.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,533.0,Unf,0.0,281.0,814.0,GasA,Ex,Y,SBrkr,814.0,860.0,0.0,1674.0,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2000.0,RFn,2,663.0,TA,TA,Y,0.0,96.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2010,WD,Normal,216000.0,1
1366,1367,60,RL,68.0,9179.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,633.0,Unf,0.0,240.0,873.0,GasA,Ex,Y,SBrkr,882.0,908.0,0.0,1790.0,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999.0,RFn,2,588.0,TA,TA,Y,0.0,88.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Abnorml,193000.0,1
1367,1368,160,RM,41.0,2665.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,548.0,Rec,173.0,36.0,757.0,GasA,Ex,Y,SBrkr,925.0,550.0,0.0,1475.0,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,1,336.0,TA,TA,Y,104.0,26.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,127000.0,1
1368,1369,120,RM,69.0,4435.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,Gd,4,Typ,0,None,Attchd,2003.0,Fin,2,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,144000.0,0
1369,1370,20,RL,48.0,10635.0,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668.0,0.0,0.0,1668.0,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2,502.0,TA,TA,Y,0.0,262.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,232000.0,1
1370,1371,50,RL,90.0,5400.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315.0,Rec,105.0,420.0,840.0,GasA,Ex,Y,SBrkr,840.0,534.0,0.0,1374.0,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1967.0,Fin,1,338.0,TA,TA,Y,0.0,0.0,198.0,0.0,0.0,0.0,None,None,None,0.0,10,2009,WD,Normal,105000.0,0
1371,1372,80,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,831.0,Unf,0.0,161.0,992.0,GasA,Gd,Y,SBrkr,1661.0,0.0,0.0,1661.0,1,0,1,0,3,1,Gd,8,Typ,1,TA,BuiltIn,1955.0,RFn,1,377.0,TA,TA,Y,0.0,28.0,0.0,0.0,178.0,0.0,None,MnPrv,None,0.0,10,2008,WD,Normal,165500.0,0
1372,1373,60,RL,75.0,9750.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,Unf,0.0,133.0,1108.0,GasA,Ex,Y,SBrkr,1108.0,989.0,0.0,2097.0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2,583.0,TA,TA,Y,253.0,170.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,274300.0,1
1373,1374,20,RL,69.0,11400.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1282.0,Unf,0.0,1351.0,2633.0,GasA,Ex,Y,SBrkr,2633.0,0.0,0.0,2633.0,1,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2001.0,RFn,3,804.0,TA,TA,Y,314.0,140.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,WD,Normal,466500.0,0
1374,1375,60,FV,85.0,10625.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1026.0,1026.0,GasA,Ex,Y,SBrkr,1026.0,932.0,0.0,1958.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3,936.0,TA,TA,Y,154.0,210.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,250000.0,1
1375,1376,20,RL,89.0,10991.0,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1571.0,1571.0,GasA,Ex,Y,SBrkr,1571.0,0.0,0.0,1571.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3,722.0,TA,TA,Y,100.0,36.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2007,New,Partial,239000.0,1
1376,1377,30,RL,52.0,6292.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384.0,Unf,0.0,384.0,768.0,GasA,TA,N,SBrkr,790.0,0.0,0.0,790.0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1925.0,Unf,1,160.0,Fa,TA,Y,0.0,141.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2008,WD,Normal,91000.0,0
1377,1378,50,RL,60.0,10998.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420.0,156.0,984.0,GasA,Ex,Y,SBrkr,984.0,620.0,0.0,1604.0,0,0,2,0,3,1,TA,6,Min2,0,None,Detchd,1977.0,Unf,2,660.0,TA,TA,Y,0.0,68.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,117000.0,0
1378,1379,160,RM,21.0,1953.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,TA,TA,CBlock,TA,Fa,No,BLQ,309.0,Unf,0.0,174.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1973.0,Unf,1,264.0,TA,TA,Y,72.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,83000.0,1
